SL,ID,Department,Section,Line,Designation
5529,1007840,Production,Production (Worker),Line-D,Sewing Mc.Operator
5530,1007841,Production,Production (Worker),Line-F,Sewing Mc.Operator
5531,1007842,Production,Production (Worker),Line-F,Operator
5532,1007846,Production,Production (Worker),Quality,Jr.Quality Inspector
5533,1007847,Production,Production (Worker),Line-E,Sewing Mc.Operator
5534,1007848,Production,Production (Worker),Line-F,Sewing Mc.Operator
5535,1007849,Production,Production (Worker),Line-B,Sewing Mc.Operator
5536,1007850,Production,Production (Worker),Line-B,Sewing Mc.Operator
5537,1007852,Production,Production (Worker),Line-C,Line Iron Man
5538,1007853,Production,Production (Staff),Quality  Staff,Quality Controller
5539,1007854,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5540,1007855,Production,Production (Worker),Line-B,Operator
5541,1007856,Production,Production (Worker),Line-A,Sewing Mc.Operator
5542,1007857,Production,Production (Worker),Line-E,Sewing Mc.Operator
5543,1007858,Production,Production (Worker),Quality,Gr.Quality Inspector
5544,1007859,Production,Production (Worker),Line-E,Sewing Mc.Operator
5545,1007861,Production,Production (Worker),Line-F,Sewing Mc.Operator
5546,1007865,Production,Production (Worker),Finishing,Jr.Iron Man
5547,1007867,Production,Production (Worker),Line-C,Sewing Mc.Operator
5548,1007869,Production,Production (Worker),Line-C,Sewing Mc.Operator
5549,1007870,Production,Production (Worker),Quality,Quality Inspector
5550,1007872,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
5551,1007873,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
5552,1007874,Production,Production (Worker),Line-C,Operator
5553,1007875,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
5554,1007876,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5555,1007877,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5556,1007878,Production,Production (Worker),Line-B,Sr.Sw.Mc.Operator
5557,1007879,Production,Production (Staff),Quality  Staff,Quality Controller
5558,1007880,Production,Production (Staff),Sewing Staff,"Line Chief, Line-D"
5559,1007881,Production,Production (Staff),Sewing Staff,"Line Chief, Line-A"
5560,1007882,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5561,1007883,Production,Production (Worker),Line-E,Line Iron Man
5562,1007886,Production,Production (Staff),Sewing Staff,"Supervisor, Line-B"
5563,1007887,Production,Production (Worker),Line-F,Sewing Mc.Operator
5564,1007888,Production,Production (Worker),Line-F,Operator
5565,1007889,Production,Production (Worker),Quality,Jr.Quality Inspector
5566,1007890,Production,Production (Staff),Mechanic Staff,Supervisor Mechanic
5567,1007891,Production,Production (Staff),Mechanic Staff,Supervisor Mechanic
5568,1007892,Production,Production (Worker),Finishing,Jr.Iron Man
5569,1007893,Production,Production (Staff),Mechanic Staff,Supervisor Mechanic
5570,1007894,Production,Production (Worker),Quality,Quality Inspector
5571,1007895,Production,Production (Worker),Line-F,Sewing Mc.Operator
5572,1007896,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
5573,1007897,Production,Production (Worker),Quality,Gr.Quality Inspector
5574,1007898,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5575,1007900,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
5576,1007901,Production,Production (Worker),Line-B,Sewing Mc.Operator
5577,1007902,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
5578,1007904,Production,Production (Worker),Quality,Quality Inspector
5579,1007905,Production,Production (Worker),Line-F,Sewing Mc.Operator
5580,1007910,Production,Production (Worker),Quality,Gr.Quality Inspector
5581,1007911,Production,Production (Staff),Sewing Staff,Floor Incharge
5582,1007914,Production,Production (Worker),Line-F,Jr.Operator
5583,1007918,Production,Production (Worker),Finishing,Quality Inspector
5584,1007919,Production,Production (Worker),Line-A,Line Iron Man
5585,1007920,Production,Production (Worker),Line-B,Operator
5586,1007921,Production,Production (Worker),Line-B,Sewing Mc.Operator
5587,1007922,Production,Production (Worker),Line-C,Sewing Mc.Operator
5588,1007923,Production,Production (Worker),Finishing,Gr.Quality Inspector
5589,1007926,Production,Production (Worker),Line-D,Sewing Mc.Operator
5590,1007927,Production,Production (Worker),Cutting,Asst.Numbering Man
5591,1007928,Production,Production (Worker),Finishing,Gr.Quality Inspector
5592,1007929,Production,Production (Worker),Finishing,Jr.Quality Inspector
5593,1007930,Production,Production (Worker),Cutting,Asst.Operator(Fusing)
5594,1007931,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5595,1007933,Production,Production (Staff),Quality  Staff,Quality Controller
5596,1007934,Production,Production (Staff),Quality  Staff,Quality Controller
5597,1007935,Production,Production (Staff),Sewing Staff,"Line Chief, Line-A"
5598,1007936,Human Resource,Human Resource,General,Loader
5599,1007937,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
5600,1007938,Production,Production (Worker),Quality,Jr.Quality Inspector
5601,1007940,Human Resource,Human Resource,General,Cleaner
5602,1007941,Production,Production (Staff),Sewing Staff,"Line Chief, Line-D"
5603,1007943,Production,Production (Worker),Line-B,Operator
5604,1007944,Production,Production (Worker),Line-A,Sewing Mc.Operator
5605,1007945,Production,Production (Worker),Finishing,Gr.Iron Man
5606,1007946,Production,Production (Worker),Finishing,Gr.Quality Inspector
5607,1007947,Production,Production (Staff),Quality  Staff,A.Q.C
5608,1007948,Production,Production (Worker),Finishing,Gr.Quality Inspector
5609,1007949,Production,Production (Worker),Finishing,Gr.Quality Inspector
5610,1007950,Production,Production (Worker),Finishing,Gr.Quality Inspector
5611,1007952,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
5612,1007953,Production,Production (Worker),Line-A,Sewing Mc.Operator
5613,1007955,Production,Production (Staff),Quality  Staff,Jr.Officer (Product Safety)
5614,1007956,Production,Production (Worker),Quality,Quality Inspector
5615,1007957,Production ,Production (Worker),Training Center,Asst.Sw.Mc.Operator
5616,1007959,Production,Production (Worker),Line-B,Sr.Operator
5617,1007960,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5618,1007961,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5619,1007962,Production,Production (Worker),Line-D,Sewing Mc.Operator
5620,1007963,Production,Production (Worker),Quality,Gr.Quality Inspector
5621,1007965,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
5622,1007968,Production,Production (Worker),Line-A,Sewing Mc.Operator
5623,1007969,Production,Production (Worker),Line-D,Sr.Sw.Mc.Operator
5624,1007971,Production,Production (Worker),Quality,Jr.Quality Inspector
5625,1007972,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5626,1007973,Production,Production (Worker),Line-B,Sewing Mc.Operator
5627,1007974,Production,Production (Worker),Line-A,Sewing Mc.Operator
5628,1007975,Production,Production (Worker),Line-E,Line Iron Man
5629,1007976,Production,Production (Worker),Quality,Jr.Quality Inspector
5630,1007977,Production,Production (Worker),Quality,Gr.Quality Inspector
5631,1007978,Production,Production (Worker),Line-F,Sewing Mc.Operator
5632,1007979,Production,Production (Worker),Quality,Gr.Quality Inspector
5633,1007980,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5634,1007981,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5635,1007982,Production,Production (Worker),Line-A,Sr.Sw.Mc.Operator
5636,1007983,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
5637,1007984,Production,Production (Staff),Sewing Staff,"Line Chief, Line-A"
5638,1007985,Production,Production (Worker),Line-F,Gr.Operator
5639,1007986,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5640,1007988,Production,Production (Worker),Line-B,Sewing Mc.Operator
5641,1007989,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5642,1007990,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5643,1007991,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5644,1007993,Production,Production (Worker),Line-B,Operator
5645,1007995,Production,Production (Worker),Line-A,Sewing Mc.Operator
5646,1007997,Production,Production (Worker),Line-F,Sewing Mc.Operator
5647,1007998,Production,Production (Worker),Line-F,Line Iron Man
5648,1007999,Production,Production (Worker),Line-D,Operator
5649,1008000,Production,Production (Staff),Quality  Staff,Quality Controller
5650,1008001,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5651,1008002,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5652,1008003,Production,Production (Worker),Line-D,Sewing Mc.Operator
5653,1008004,Production,Production (Worker),Line-D,Sewing Mc.Operator
5654,1008006,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5655,1008007,Production,Production (Worker),Line-F,Sewing Mc.Operator
5656,1008008,Production,Production (Worker),Line-E,Line Iron Man
5657,1008009,Production,Production (Worker),Line-E,Sewing Mc.Operator
5658,1008010,Human Resource,Human Resource,General,Loader
5659,1008011,Production,Production (Staff),Quality  Staff,A.Q.C
5660,1008013,Production,Production (Worker),Finishing,Jr.Finishing Operator
5661,1008014,Production,Production (Worker),Line-B,Operator
5662,1008015,Production,Production (Worker),Line-B,Sewing Mc.Operator
5663,1008016,Production,Production (Worker),Line-F,Sewing Mc.Operator
5664,1008017,Production,Production (Worker),Line-B,Operator
5665,1008019,Production,Production (Staff),Sewing Staff,"Line Chief, Line-D"
5666,1008020,Production,Production (Staff),Sewing Staff,"Supervisor, Line-D"
5667,1008021,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5668,1008022,Production,Production (Worker),Cutting,Loader
5669,1008023,Production,Production (Worker),Quality,Gr.Quality Inspector
5670,1008024,Production,Production (Staff),Quality  Staff,Jr.Product Safety officer
5671,1008025,Production,Production (Worker),Line-B,Operator
5672,1008026,Production,Production (Worker),Quality,Gr.Quality Inspector
5673,1008029,Production,Production (Worker),Quality,Quality Inspector
5674,1008030,Production,Production (Worker),Quality,Quality Inspector
5675,1008031,Production,Production (Worker),Line-C,Jr.Operator
5676,1008032,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
5677,1008033,Production,Production (Worker),Line-E,Sewing Mc.Operator
5678,1008034,Production,Production (Worker),Line-A,Jr.Operator
5679,1008035,Production,Production (Worker),Finishing,Quality Inspector
5680,1008036,Human Resource,Human Resource,General,Loader
5681,1008037,Production,Production (Worker),Cutting,Asst.Bundling Man
5682,1008040,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5683,1008041,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
5684,1008042,Production,Production (Staff),Sewing Staff,"Line Chief, Line-F"
5685,1008043,Production,Production (Worker),Finishing,Quality Inspector
5686,1008044,Production,Production (Worker),Line-E,Sewing Mc.Operator
5687,1008046,Production,Production (Worker),Line-E,Sr.Sw.Mc.Operator
5688,1008047,Production,Production (Staff),Sewing Staff,Floor Incharge
5689,1008048,Production,Production (Worker),Line-C,Sewing Mc.Operator
5690,1008049,Production,Production (Worker),Line-B,Sewing Mc.Operator
5691,1008050,Production,Production (Worker),Line-F,Sewing Mc.Operator
5692,1008051,Production,Production (Worker),Line-B,Sewing Mc.Operator
5693,1008052,Production,Production (Worker),Cutting,Asst.Lay Man
5694,1008053,Production,Production (Worker),Line-B,Operator
5695,1008055,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5696,1008056,Production,Production (Worker),Line-B,Sewing Mc.Operator
5697,1008058,Production,Production (Staff),Sewing Staff,"Line Chief, Line-E"
5698,1008059,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5699,1008060,Production,Production (Worker),Finishing,Jr.Iron Man
5700,1008061,Production,Production (Worker),Line-E,Sewing Mc.Operator
5701,1008062,Production,Production (Worker),Line-D,Sewing Mc.Operator
5702,1008063,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5703,1008064,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5704,1008065,Production,Production (Worker),Line-C,Sewing Mc.Operator
5705,1008069,Production,Production (Worker),Line-D,Sewing Mc.Operator
5706,1008070,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5707,1008071,Production,Production (Staff),Sewing Staff,"Line Chief, Line-A"
5708,1008072,Production,Production (Worker),Finishing,Jr.Iron Man
5709,1008073,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5710,1008075,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5711,1008077,Production,Production (Staff),Sewing Staff,"Supervisor, Line-E"
5712,1008078,Production,Production (Worker),Line-E,Asst.Operator
5713,1008079,Production,Production (Worker),Line-E,Sewing Mc.Operator
5714,1008080,Production,Production (Worker),Finishing,Jr.Iron Man
5715,1008081,Production,Production (Worker),Finishing,Jr.Quality Inspector
5716,1008082,Production,Production (Worker),Finishing,Finishing Assistant
5717,1008083,Production,Production (Worker),Line-B,Sewing Mc.Operator
5718,1008084,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
5719,1008085,Production,Production (Worker),Finishing,Loader
5720,1008086,Production,Production (Worker),Finishing,Jr.Iron Man
5721,1008088,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5722,1008090,Production,Production (Worker),Line-B,Line Iron Man
5723,1008092,Production,Production (Worker),Line-E,Gr.Operator
5724,1008093,Production,Production (Worker),Line-A,Jr.Operator
5725,1008094,Production,Production (Worker),Line-F,Sewing Mc.Operator
5726,1008095,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
5727,1008096,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5728,1008097,Production,Production (Worker),Cutting,Asst.Lay Man
5729,1008098,Production,Production (Worker),Cutting,Asst.Lay Man
5730,1008099,Production,Production (Worker),Line-A,Sewing Mc.Operator
5731,1008100,Production,Production (Worker),Line-F,Sewing Mc.Operator
5732,1008101,Production,Production (Worker),Line-B,Sewing Mc.Operator
5733,1008102,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5734,1008103,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5735,1008104,Production,Production (Worker),Finishing,Gr.Quality Inspector
5736,1008105,Production,Production (Worker),Finishing,Finishing Operator
5737,1008106,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5738,1008107,Production,Production (Worker),Finishing,Finishing Assistant
5739,1008108,Production,Production (Worker),Line-D,Sewing Mc.Operator
5740,1008110,Production,Production (Worker),Line-F,Sewing Mc.Operator
5741,1008111,Production,Production (Worker),Line-E,Line Iron Man
5742,1008112,Production,Production (Worker),Finishing,Gr.Quality Inspector
5743,1008113,Production,Production (Worker),Finishing,Gr.Quality Inspector
5744,1008115,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5745,1008117,Production,Production (Worker),Line-B,Asst.Operator
5746,1008120,Production,Production (Staff),Sewing Staff,"Line Chief, Line-E"
5747,1008121,Production,Production (Staff),Sewing Staff,"Line Chief, Line-F"
5748,1008122,Production,Production (Worker),Quality,Jr.Quality Inspector
5749,1008123,Human Resource,Human Resource,Admin,Canteen Boy
5750,1008125,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5751,1008126,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5752,1008127,Production,Production (Worker),Line-A,Asst.Operator
5753,1008128,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5754,1008129,Production,Production (Worker),Line-E,Sewing Mc.Operator
5755,1008130,Production,Production (Worker),Finishing,Gr.Quality Inspector
5756,1008131,Production,Production (Worker),Finishing,Gr.Quality Inspector
5757,1008132,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5758,1008133,Production,Production (Worker),Cutting,Asst.Lay Man
5759,1008134,Production,Production (Worker),Line-B,Operator
5760,1008135,Production,Production (Staff),Quality  Staff,Quality Controller
5761,1008136,Production,Production (Staff),Sewing Staff,Manager(Production)
5762,1008137,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5763,1008138,Production,Production (Staff),Sewing Staff,"Supervisor, Line-E"
5764,1008139,Production,Production (Worker),Line-B,Operator
5765,1008140,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
5766,1008141,Production,Production (Worker),Line-C,Sewing Mc.Operator
5767,1008142,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
5768,1008143,Production,Production (Worker),Line-E,Sewing Mc.Operator
5769,1008144,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5770,1008145,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
5771,1008146,Production,Production (Worker),Line-C,Sewing Mc.Operator
5772,1008147,Production,Production (Worker),Line-C,Sewing Mc.Operator
5773,1008148,Production,Production (Worker),Quality,Quality Inspector
5774,1008149,Production,Production (Worker),Line-F,Sewing Mc.Operator
5775,1008151,Production,Production (Worker),Line-F,Sewing Mc.Operator
5776,1008152,Production,Production (Worker),Line-C,Operator
5777,1008153,Production,Production (Worker),Line-C,Line Iron Man
5778,1008154,Production,Production (Worker),Quality,Gr.Quality Inspector
5779,1008155,Production,Production (Worker),Quality,Gr.Quality Inspector
5780,1008156,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
5781,1008157,Production,Production (Worker),Line-F,Sewing Mc.Operator
5782,1008158,Production,Production (Worker),Line-A,Sewing Mc.Operator
5783,1008159,Production,Production (Worker),Line-C,Sewing Mc.Operator
5784,1008161,Production,Production (Worker),Quality,Jr.Quality Inspector
5785,1008162,Production,Production (Worker),Line-A,Sewing Mc.Operator
5786,1008163,Production,Production (Staff),Quality  Staff,G.P.Q.
5787,1008164,Production,Production (Staff),Sewing Staff,"Supervisor, Line-A"
5788,1008165,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5789,1008166,Production,Production (Worker),Line-A,Sewing Mc.Operator
5790,1008167,Production,Production (Worker),Finishing,Finishing Assistant
5791,1008168,Production,Production (Worker),Line-E,Line Iron Man
5792,1008171,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
5793,1008172,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
5794,1008173,Production,Production (Worker),Finishing,Gr.Quality Inspector
5795,1008174,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5796,1008175,Production,Production (Worker),Line-D,Sewing Mc.Operator
5797,1008176,Production,Production (Worker),Line-A,Sewing Mc.Operator
5798,1008177,Production,Production (Worker),Line-A,Sewing Mc.Operator
5799,1008178,Production,Production (Worker),Quality,Gr.Quality Inspector
5800,1008179,Production,Production (Worker),Line-D,Line Iron Man
5801,1008181,Production,Production (Worker),Line-F,Operator
5802,1008182,Production,Production (Worker),Line-F,Operator
5803,1008183,Production,Production (Worker),Line-F,Gr.Operator
5804,1008184,Production,Production (Worker),Line-F,Asst.Operator
5805,1008185,Production,Production (Worker),Line-E,Sewing Mc.Operator
5806,1008186,Production,Production (Worker),Line-E,Sewing Mc.Operator
5807,1008187,Production,Production (Worker),Line-F,Operator
5808,1008189,Production,Production (Worker),Line-B,Line Iron Man
5809,1008190,Production,Production (Worker),Line-A,Sewing Mc.Operator
5810,1008191,Production,Production (Staff),Quality  Staff,Quality Controller
5811,1008192,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
5812,1008193,Production,Production (Worker),Line-A,Sewing Mc.Operator
5813,1008194,Production,Production (Worker),Line-F,Sewing Mc.Operator
5814,1008195,Production,Production (Worker),Line-D,Sewing Mc.Operator
5815,1008196,Production,Production (Worker),Line-F,Sewing Mc.Operator
5816,1008197,Production,Production (Staff),Quality  Staff,Quality Controller
5817,1008198,Production,Production (Worker),Line-A,Sewing Mc.Operator
5818,1008199,Production,Production (Worker),Line-A,Sewing Mc.Operator
5819,1008200,Production,Production (Staff),Sewing Staff,"Line Chief, Line-A"
5820,1008201,Production,Production (Worker),Line-A,Sewing Mc.Operator
5821,1008206,Production,Production (Worker),Line-E,Sewing Mc.Operator
5822,1008207,Production,Production (Worker),Line-E,Operator
5823,1008209,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
5824,1008210,Production,Production (Worker),Cutting,Loader
5825,1008211,Production,Production (Worker),Line-E,Sewing Mc.Operator
5826,1008212,Production,Production (Staff),Quality  Staff,Quality Auditor
5827,1008213,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5828,1008214,Production,Production (Staff),Sewing Staff,A P M
5829,1008215,Production,Production (Worker),Line-E,Sewing Mc.Operator
5830,1008216,Production,Production (Staff),Store Staff,AQC(Store)
5831,1008217,Production,Production (Worker),Finishing,Jr.Iron Man
5832,1008218,Production,Production (Staff),Store Staff,Assistant(Store)
5833,1008219,Production,Production (Worker),Finishing,Finishing Assistant
5834,1008220,Production,Production (Worker),Finishing,Finishing Assistant
5835,1008222,Production,Production (Worker),Finishing,Jr.Quality Inspector
5836,1008223,Production,Production (Worker),Finishing,Jr.Quality Inspector
5837,1008224,Production,Production (Worker),Cutting,Asst.Lay Man
5838,1008225,Production,Production (Staff),Quality  Staff,Jr.Product Safety officer
5839,1008226,Production,Production (Worker),Quality,Gr.Quality Inspector
5840,1008227,Production,Production (Worker),Quality,Gr.Quality Inspector
5841,1008228,Production,Production (Worker),Quality,Jr.Quality Inspector
5842,1008229,Production,Production (Worker),Line-A,Sewing Mc.Operator
5843,1008230,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
5844,1008231,Production,Production (Worker),Line-A,Sewing Mc.Operator
5845,1008232,Production,Production (Worker),Line-A,Sewing Mc.Operator
5846,1008237,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
5847,1008242,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
5848,1008243,Production,Production (Worker),Line-E,Sewing Mc.Operator
5849,1008244,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
5850,1008247,Production,Production (Worker),Quality,Quality Inspector
5851,1008249,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5852,1008250,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
5853,1008251,Production,Production (Worker),Line-F,Sewing Mc.Operator
5854,1008253,Production,Production (Worker),Line-B,Operator
5855,1008255,Production,Production (Worker),Line-B,Sewing Mc.Operator
5856,1008256,Production,Production (Worker),Quality,Jr.Quality Inspector
5857,1008257,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
5858,1008258,Production,Production (Worker),Line-E,Sewing Mc.Operator
5859,1008260,Production,Production (Worker),Finishing,Gr.Quality Inspector
5860,1008261,Production,Production (Worker),Line-A,Operator
5861,1008263,Production,Production (Worker),Line-F,Operator
5862,1008264,Production,Production (Worker),Line-B,Sewing Mc.Operator
5863,1008265,Production,Production (Worker),Line-B,Sewing Mc.Operator
5864,1008267,Production,Production (Worker),Quality,Quality Inspector
5865,1008268,Production,Production (Staff),Quality  Staff,Quality Controller
5866,1008269,Production,Production (Worker),Quality,Gr.Quality Inspector
5867,1008270,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5868,1008273,Production,Production (Worker),Line-F,Jr.Operator
5869,1008274,Production,Production (Worker),Quality,Gr.Quality Inspector
5870,1008275,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
5871,1008276,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5872,1008277,Human Resource,Human Resource,General,Loader
5873,1008278,Human Resource,Human Resource,General,Loader
5874,1008279,Production,Production (Worker),Line-B,Sewing Mc.Operator
5875,1008280,Human Resource,Human Resource,General,Loader
5876,1008282,Production,Production (Worker),Quality,Jr.Quality Inspector
5877,1008284,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5878,1008286,Production,Production (Worker),Line-F,Line Iron Man
5879,1008287,Production,Production (Worker),Line-A,Sewing Mc.Operator
5880,1008288,Production,Production (Worker),Line-E,Sewing Mc.Operator
5881,1008289,Human Resource,Human Resource,General,Loader
5882,1008290,Production,Production (Worker),Finishing,Jr.Iron Man
5883,1008291,Production,Production (Worker),Line-D,Sewing Mc.Operator
5884,1008292,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5885,1008293,Production,Production (Worker),Line-E,Sewing Mc.Operator
5886,1008294,Production,Production (Worker),Line-F,Sewing Mc.Operator
5887,1008295,Human Resource,Human Resource,General,Baby Sitter
5888,1008296,Production,Production (Worker),Line-A,Sewing Mc.Operator
5889,1008297,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
5890,1008298,Production,Production (Staff),Sewing Staff,"Supervisor, Line-F"
5891,1008299,Production,Production (Worker),Finishing,Jr.Finishing Operator
5892,1008301,Production,Production (Worker),Finishing,Folding Man
5893,1008303,Production,Production (Worker),Line-B,Sewing Mc.Operator
5894,1008304,Production,Production (Worker),Cutting,Asst.Operator(Fusing)
5895,1008305,Production,Production (Worker),Cutting,Asst.Lay Man
5896,1008306,Production,Production (Worker),Cutting,Asst.Lay Man
5897,1008307,Production,Production (Worker),Cutting,Asst.Lay Man
5898,1008308,Production,Production (Worker),Cutting,Asst.Lay Man
5899,1008309,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5900,1008310,Production,Production (Worker),Line-A,Sewing Mc.Operator
5901,1008311,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
5902,1008312,Production,Production (Worker),Line-A,Asst.Operator
5903,1008313,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5904,1008314,Human Resource,Human Resource,General,Loader
5905,1008315,Production,Production (Worker),Quality,Quality Inspector
5906,1008316,Production,Production (Worker),Line-E,Sewing Mc.Operator
5907,1008317,Production,Production (Worker),Line-E,Sewing Mc.Operator
5908,1008318,Production,Production (Worker),Line-E,Asst.Operator
5909,1008319,Production,Production (Worker),Quality,Jr.Quality Inspector
5910,1008320,Production,Production (Worker),Quality,Quality Inspector
5911,1008321,Production,Production (Worker),Quality,Jr.Quality Inspector
5912,1008322,Production,Production (Worker),Quality,Gr.Quality Inspector
5913,1008323,Production,Production (Worker),Line-C,Line Iron Man
5914,1008324,Production,Production (Worker),Line-A,Operator
5915,1008325,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
5916,1008326,Production,Production (Worker),Line-F,Operator
5917,1008327,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
5918,1008328,Production,Production (Worker),Line-C,Line Iron Man
5919,1008329,Production,Production (Worker),Line-F,Sewing Mc.Operator
5920,1008332,Production,Production (Worker),Finishing,Finishing Assistant
5921,1008334,Production,Production (Worker),Line-C,Sewing Mc.Operator
5922,1008335,Production,Production (Worker),Line-F,Sewing Mc.Operator
5923,1008336,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
5924,1008337,Production,Production (Worker),Cutting,Asst.Lay Man
5925,1008339,Production,Production (Worker),Line-B,Sewing Mc.Operator
5926,1008340,Production,Production (Worker),Quality,Quality Inspector
5927,1008342,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5928,1008343,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5929,1008344,Production,Production (Worker),Line-F,Line Iron Man
5930,1008345,Production,Production (Worker),Line-F,Asst.Operator
5931,1008346,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5932,1008347,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
5933,1008349,Production,Production (Worker),Line-D,Operator
5934,1008352,Production,Production (Worker),Line-E,Line Iron Man
5935,1008353,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5936,1008354,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
5937,1008355,Production,Production (Worker),Line-A,Operator
5938,1008356,Production,Production (Worker),Line-C,Asst.Operator
5939,1008357,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
5940,1008358,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5941,1008359,Production,Production (Worker),Line-B,Asst.Operator
5942,1008360,Production,Production (Worker),Line-A,Sewing Mc.Operator
5943,1008361,Production,Production (Worker),Line-F,Sr.Operator
5944,1008362,Production,Production (Worker),Line-E,Sewing Mc.Operator
